2,0,0,-0.0032702659162991013,7.4524292885267541E-07,216.74,GOOD,GOOD,
2,0,0,-0.0035308813040578579,7.4039849479319625E-07,230.51,GOOD,GOOD,
2,0,0,-0.0038030141934746039,7.3627828173153538E-07,242.95,GOOD,GOOD,
2,0,0,-0.0040874284858898333,7.3084118989513888E-07,257.15,GOOD,GOOD,
2,0,0,-0.0043865522713325347,7.2667161727167515E-07,269.98,GOOD,GOOD,
2,0,0,-0.0047018021885833943,7.2038394202967241E-07,284.51,GOOD,GOOD,
2,0,0,-0.0050316571193594808,7.1477926214163987E-07,299.53,GOOD,GOOD,
2,0,0,-0.0053767155334459634,7.0855374014622668E-07,314.71,GOOD,GOOD,
2,0,0,-0.0057361647336982161,7.0204218843741623E-07,330.36,GOOD,GOOD,
2,0,0,-0.0061190957239360732,6.9554850151628735E-07,345.14,GOOD,GOOD,
2,0,0,-0.0065215590161144515,6.8894089793636655E-07,359.32,GOOD,GOOD,
2,0,0,-0.0069374219003854052,6.8078470519968262E-07,374.87,GOOD,GOOD,
2,0,0,-0.0073742348587262467,6.726165625837611E-07,390.97,GOOD,GOOD,
2,0,0,-0.0078375588729978594,6.6392738535539526E-07,406.98,GOOD,GOOD,
2,0,0,-0.0083190285774516325,6.5490725365489583E-07,423.69,GOOD,GOOD,
2,0,0,-0.0088251674221243859,6.4548441621554936E-07,439.89,GOOD,GOOD,
2,0,0,-0.0093591641043385757,6.3535631560819138E-07,456.46,GOOD,GOOD,
2,0,0,-0.0099131568806226436,6.2467215717474886E-07,472.54,GOOD,GOOD,
2,0,0,-0.010499942047358497,6.1425566366246361E-07,486.79,GOOD,GOOD,
2,0,0,-0.011113001775914426,6.0192768358074702E-07,501.72,GOOD,GOOD,
2,0,0,-0.011757430339899429,5.8961981692895874E-07,516,GOOD,GOOD,
2,0,0,-0.012430155810561267,5.7585119798553433E-07,530.93,GOOD,GOOD,
2,0,0,-0.013138609740706278,5.6210549372269212E-07,545.35,GOOD,GOOD,
2,0,0,-0.013880670169317055,5.4667015958383509E-07,560.39,GOOD,GOOD,
2,0,0,-0.014658986587622786,5.3056347996751081E-07,575.53,GOOD,GOOD,
2,0,0,-0.015473011479894938,5.1368928539051061E-07,590.37,GOOD,GOOD,
2,0,0,-0.016328194613968481,4.9555536386151217E-07,605.97,GOOD,GOOD,
2,0,0,-0.017224739783384329,4.7622478402595627E-07,621.97,GOOD,GOOD,
2,0,0,-0.018168938116713024,4.5640335905686894E-07,637.7,GOOD,GOOD,
2,0,0,-0.019156242845532995,4.3547080504491416E-07,653.2,GOOD,GOOD,
2,0,0,-0.020193603801325902,4.1342702459257321E-07,670.58,GOOD,GOOD,
2,0,0,-0.021279575620007575,3.8990612584946388E-07,688.11,GOOD,GOOD,
2,0,0,-0.022418834948965481,3.652160188969199E-07,705.52,GOOD,GOOD,
2,0,0,-0.023612408746366775,3.3895241406128609E-07,723.63,GOOD,GOOD,
2,0,0,-0.024863979232150508,3.11968859859428E-07,741.74,GOOD,GOOD,
2,0,0,-0.026182191356569295,2.8319419262049928E-07,760.06,GOOD,GOOD,
2,0,0,-0.027557336933638998,2.537197484427499E-07,778.85,GOOD,GOOD,
2,0,0,-0.029006354020012184,2.2363875175956735E-07,796.92,GOOD,GOOD,
2,0,0,-0.030523764051629661,1.9198097837320312E-07,815.38,GOOD,GOOD,
2,0,0,-0.032117788190064729,1.5864358331845498E-07,834.77,GOOD,GOOD,
2,0,0,-0.033784292517510778,1.2484334970250832E-07,853.83,GOOD,GOOD,
2,0,0,-0.035534865908852319,8.9616032497747831E-08,873.24,GOOD,GOOD,
2,0,0,-0.037372946006980948,5.3982041007238899E-08,892.46,GOOD,GOOD,
2,0,0,-0.039298106490847286,1.7546476337333531E-08,911.5,GOOD,GOOD,
2,0,0,-0.04131701932928683,-1.9867843070860919E-08,931.38,GOOD,GOOD,
2,0,0,-0.043437140131209445,-5.7319292591210613E-08,950.61,GOOD,GOOD,
2,0,0,-0.045655686605296911,-9.6109347589450789E-08,971.11,GOOD,GOOD,
2,0,0,-0.047989620182975687,-1.3402609957410842E-07,991.18,GOOD,GOOD,
2,0,0,-0.050438076764131146,-1.7045767165162142E-07,1009.75,GOOD,GOOD,
2,0,0,-0.05300069539788773,-2.0966722552611706E-07,1029.93,GOOD,GOOD,
2,0,0,-0.055688879974584667,-2.4740368040376188E-07,1050.41,GOOD,GOOD,
2,0,0,-0.058511258647933218,-2.8446832456233126E-07,1070.71,GOOD,GOOD,
2,0,0,-0.061468947503594711,-3.2118245488208267E-07,1091.58,GOOD,GOOD,
2,0,0,-0.064570879222189639,-3.5686206995086894E-07,1113.34,GOOD,GOOD,
2,0,0,-0.067826505141193275,-3.9130674631049663E-07,1135.49,GOOD,GOOD,
2,0,0,-0.071243475252410718,-4.2404399033471423E-07,1156.78,GOOD,GOOD,
2,0,0,-0.074823977356248614,-4.5543312957209703E-07,1177.68,GOOD,GOOD,
2,0,0,-0.07857835747163705,-4.8607161479884952E-07,1199.56,GOOD,GOOD,
2,0,0,-0.082518199691802366,-5.1479931315627141E-07,1222.44,GOOD,GOOD,
2,0,0,-0.086650330479213819,-5.4142865907521642E-07,1244.6,GOOD,GOOD,
2,0,0,-0.090986081366061303,-5.6601060003395499E-07,1267.08,GOOD,GOOD,
2,0,0,-0.095527485056958128,-5.8901558128631172E-07,1290.05,GOOD,GOOD,
2,0,0,-0.10029854678297223,-6.0987815058670957E-07,1315.03,GOOD,GOOD,
2,0,0,-0.1053020505908424,-6.2874778839443882E-07,1339.17,GOOD,GOOD,
2,0,0,-0.11054726155031817,-6.4575130176146386E-07,1364.03,GOOD,GOOD,
2,0,0,-0.11604778808714691,-6.6085725900765386E-07,1389.95,GOOD,GOOD,
2,0,0,-0.12181615000824404,-6.7421959476767016E-07,1416.47,GOOD,GOOD,
2,0,0,-0.12786846003130778,-6.8550807440748903E-07,1442.55,GOOD,GOOD,
2,0,0,-0.13421656818691971,-6.9570150011271214E-07,1468.87,GOOD,GOOD,
2,0,0,-0.14087624381517996,-7.0475229702387296E-07,1495.15,GOOD,GOOD,
2,0,0,-0.14786185485355238,-7.1235446801735312E-07,1521.08,GOOD,GOOD,
2,0,0,-0.15518506367927362,-7.1928872939930015E-07,1547.12,GOOD,GOOD,
2,0,0,-0.16286809170796168,-7.2543251588689672E-07,1574.39,GOOD,GOOD,
2,0,0,-0.17092665055583828,-7.3059337809924288E-07,1602.08,GOOD,GOOD,
2,0,0,-0.1793760634943983,-7.3591914028358747E-07,1629.63,GOOD,GOOD,
2,0,0,-0.18824550853635855,-7.4035478363296911E-07,1656.9,GOOD,GOOD,
2,0,0,-0.19754455075718774,-7.4442121611242892E-07,1683.71,GOOD,GOOD,
2,0,0,-0.20729880914600682,-7.4788614800847098E-07,1710.57,GOOD,GOOD,
2,0,0,-0.21752618238626292,-7.5143866462338976E-07,1738.14,GOOD,GOOD,
2,0,0,-0.22825496137057158,-7.5452725893828775E-07,1767.84,GOOD,GOOD,
2,0,0,-0.23950990184587481,-7.5743070761421869E-07,1795.04,GOOD,GOOD,
2,0,0,-0.25131631200115573,-7.6032085295293662E-07,1822.69,GOOD,GOOD,
2,0,0,-0.2636917598290317,-7.6316053244105242E-07,1853.32,GOOD,GOOD,
2,0,0,-0.27668090364188597,-7.6551320611088483E-07,1884.04,GOOD,GOOD,
2,0,0,-0.29030047945801157,-7.6789596091254718E-07,1914.07,GOOD,GOOD,
2,0,0,-0.30458333878644278,-7.6985488857299764E-07,1942.92,GOOD,GOOD,
2,0,0,-0.31956820822906895,-7.7201050271270206E-07,1974.22,GOOD,GOOD,
2,0,0,-0.33528442082901277,-7.7394924902530029E-07,2003.52,GOOD,GOOD,
2,0,0,-0.35176966434896501,-7.7572828668428579E-07,2035.02,GOOD,GOOD,
2,0,0,-0.36905597171929128,-7.7719492486419315E-07,2064.56,GOOD,GOOD,
2,0,0,-0.38719274643491508,-7.7852158627023019E-07,2096.53,GOOD,GOOD,
2,0,0,-0.4062123298427967,-7.8048823528744685E-07,2127.75,GOOD,GOOD,
2,0,0,-0.42616210822772843,-7.816063491566289E-07,2160.61,GOOD,GOOD,
2,0,0,-0.44708644490126326,-7.826583708459135E-07,2193.03,GOOD,GOOD,
2,0,0,-0.46903226853741797,-7.8399551611475991E-07,2227.28,GOOD,GOOD,
2,0,0,-0.49205638440765853,-7.8477277634039365E-07,2258.91,GOOD,GOOD,
2,0,0,-0.51619610136901906,-7.8597706297070991E-07,2293.42,GOOD,GOOD,
2,0,0,-0.54152234550940326,-7.8697043312986301E-07,2326,GOOD,GOOD,
2,0,0,-0.56808309257733292,-7.878005483549863E-07,2358.92,GOOD,GOOD,
2,0,0,-0.59594435985469829,-7.8840287865500391E-07,2394.7,GOOD,GOOD,
2,0,0,-0.62516694521167282,-7.8919941685118807E-07,2428.11,GOOD,GOOD,
2,0,0,-0.65581460840587547,-7.9003832327437796E-07,2461.97,GOOD,GOOD,
2,0,0,-0.68796235718676857,-7.9039827035386946E-07,2500.54,GOOD,GOOD,
2,0,0,-0.72168097845610024,-7.9100953136317954E-07,2535.45,GOOD,GOOD,
2,0,0,-0.75704544785718175,-7.9132730807351792E-07,2570.44,GOOD,GOOD,
2,0,0,-0.79414145488950005,-7.9186608633930816E-07,2608.15,GOOD,GOOD,
2,0,0,-0.83304783368826485,-7.9240661576960862E-07,2645.6,GOOD,GOOD,
2,0,0,-0.87385233009605379,-7.9281193431941299E-07,2681.49,GOOD,GOOD,
2,0,0,-0.91665614000637452,-7.9342157249616364E-07,2718.56,GOOD,GOOD,
2,0,0,-0.96155030149944631,-7.9360553619479913E-07,2758.45,GOOD,GOOD,
2,0,0,-1.0086343775393722,-7.9397591598808852E-07,2797.18,GOOD,GOOD,
2,0,0,-1.0580238595264748,-7.9458300636213153E-07,2836.23,GOOD,GOOD,
2,0,0,-1.1098227929155826,-7.9469184563925783E-07,2878.12,GOOD,GOOD,
2,0,0,-1.1641552461806524,-7.9498898739883349E-07,2920.09,GOOD,GOOD,
2,0,0,-1.2211454930187782,-7.9537327788556213E-07,2963.55,GOOD,GOOD,
2,0,0,-1.2809163901856258,-7.9544373580204595E-07,3007.36,GOOD,GOOD,
2,0,0,-1.3436089666477411,-7.9575029587107182E-07,3052.91,GOOD,GOOD,
2,0,0,-1.409366653819345,-7.9581241757066612E-07,3100.01,GOOD,GOOD,
2,0,0,-1.4783347946121927,-7.961518842184147E-07,3147.34,GOOD,GOOD,
2,0,0,-1.5506765895395818,-7.9642000304876352E-07,3195.1,GOOD,GOOD,
2,0,0,-1.6265551949739063,-7.9659314168699171E-07,3243.8,GOOD,GOOD,
2,0,0,-1.7061404583709758,-7.9658549919771331E-07,3293.9,GOOD,GOOD,
2,0,0,-1.7896104737494243,-7.9713760622208145E-07,3344.78,GOOD,GOOD,
2,0,0,-1.8771649463267659,-7.9730519412057659E-07,3393.41,GOOD,GOOD,
2,0,0,-1.9689976404495009,-7.9720867777356257E-07,3442.1,GOOD,GOOD,
2,0,0,-2.0653106505315022,-7.9748078959590522E-07,3493.43,GOOD,GOOD,
2,0,0,-2.1663357029068595,-7.9766462695341955E-07,3544.18,GOOD,GOOD,
2,0,0,-2.2722972999068949,-7.9752182029157452E-07,3594.75,GOOD,GOOD,
2,0,0,-2.3834343351111689,-7.9790085376253425E-07,3644,GOOD,GOOD,
2,0,0,-2.4999987593516879,-7.9803950785972095E-07,3696.06,GOOD,GOOD,
