2,0,0,-0.0088248405220632264,5.5338143417017925E-07,435.33,GOOD,GOOD,
2,0,0,-0.0093559093799528772,5.4321467187803034E-07,451.97,GOOD,GOOD,
2,0,0,-0.0099128349949337991,5.3381992994751059E-07,468.39,GOOD,GOOD,
2,0,0,-0.010500423370357094,5.2465174819892454E-07,481.72,GOOD,GOOD,
2,0,0,-0.011117326845540386,5.1358605596544812E-07,495.11,GOOD,GOOD,
2,0,0,-0.011754553894671706,5.0087209296197101E-07,510.28,GOOD,GOOD,
2,0,0,-0.012428846130771226,4.8817195420397819E-07,525.38,GOOD,GOOD,
2,0,0,-0.013137477992329272,4.7617994770600465E-07,539.26,GOOD,GOOD,
2,0,0,-0.013879323817340136,4.6135258679763171E-07,554.47,GOOD,GOOD,
2,0,0,-0.014657567025703267,4.4702679883881925E-07,569.29,GOOD,GOOD,
2,0,0,-0.015471603303846202,4.3046871303964618E-07,584.86,GOOD,GOOD,
2,0,0,-0.016330709413451071,4.1462164367686389E-07,599.71,GOOD,GOOD,
2,0,0,-0.01722527915636634,3.9689947567211097E-07,615.38,GOOD,GOOD,
2,0,0,-0.018167395868462111,3.784024722724073E-07,630.91,GOOD,GOOD,
2,0,0,-0.019157473485574745,3.5864360721517924E-07,647.43,GOOD,GOOD,
2,0,0,-0.020191261944263877,3.3889999367525337E-07,665.09,GOOD,GOOD,
2,0,0,-0.02127695572565828,3.1790612505375784E-07,682.55,GOOD,GOOD,
2,0,0,-0.022415908815096981,2.9514872236025832E-07,700.66,GOOD,GOOD,
2,0,0,-0.02361366676389828,2.7223109278483816E-07,718.42,GOOD,GOOD,
2,0,0,-0.02486539349106423,2.4807718574379677E-07,736.11,GOOD,GOOD,
2,0,0,-0.026181906735767181,2.2199931399505897E-07,754.53,GOOD,GOOD,
2,0,0,-0.027560700548808301,1.9624959711406428E-07,772.21,GOOD,GOOD,
2,0,0,-0.029007202556685319,1.6858590003447253E-07,790.97,GOOD,GOOD,
2,0,0,-0.030521883924541544,1.4064845202877255E-07,810.12,GOOD,GOOD,
2,0,0,-0.032117696363335446,1.11868919718689E-07,829.1,GOOD,GOOD,
2,0,0,-0.033783552949550474,8.213805650140676E-08,847.95,GOOD,GOOD,
2,0,0,-0.035536329649204633,5.1275395053964394E-08,867.68,GOOD,GOOD,
2,0,0,-0.037368824228835654,1.9875136768999353E-08,887.41,GOOD,GOOD,
2,0,0,-0.039298008035585766,-1.1640954524301602E-08,906.79,GOOD,GOOD,
2,0,0,-0.041318828496016403,-4.3813605873613497E-08,926.6,GOOD,GOOD,
2,0,0,-0.043439649325871965,-7.571666908721028E-08,945.7,GOOD,GOOD,
2,0,0,-0.045659111568553248,-1.0852629823728847E-07,966.11,GOOD,GOOD,
2,0,0,-0.047988646448512078,-1.4083920477873446E-07,986.43,GOOD,GOOD,
2,0,0,-0.050435421900278062,-1.7268688087270533E-07,1007.04,GOOD,GOOD,
2,0,0,-0.052997531153267496,-2.046795805514903E-07,1028.27,GOOD,GOOD,
2,0,0,-0.055687860832779677,-2.3606387361145993E-07,1049.36,GOOD,GOOD,
2,0,0,-0.058511015078839844,-2.6677596280175615E-07,1070.48,GOOD,GOOD,
2,0,0,-0.061470967628887957,-2.9638142972840472E-07,1091.21,GOOD,GOOD,
2,0,0,-0.064569831161237878,-3.2533896180449661E-07,1112.78,GOOD,GOOD,
2,0,0,-0.067827609887481849,-3.5324891350285185E-07,1134.44,GOOD,GOOD,
2,0,0,-0.071242225609904147,-3.7986036109629028E-07,1156.13,GOOD,GOOD,
2,0,0,-0.074822760351480583,-4.0527898916242653E-07,1178.18,GOOD,GOOD,
2,0,0,-0.078579234552038663,-4.2941856513866239E-07,1200.25,GOOD,GOOD,
2,0,0,-0.082520277372919754,-4.5191371785317569E-07,1221.76,GOOD,GOOD,
2,0,0,-0.086652191423501446,-4.7314953772341875E-07,1243.82,GOOD,GOOD,
2,0,0,-0.090986080220403762,-4.9230326923914602E-07,1264.33,GOOD,GOOD,
2,0,0,-0.095531292226256989,-5.1138579696635186E-07,1287.93,GOOD,GOOD,
2,0,0,-0.1002984249973681,-5.2803174918681718E-07,1313.5,GOOD,GOOD,
2,0,0,-0.1053026662702327,-5.4309173005672019E-07,1336.83,GOOD,GOOD,
2,0,0,-0.11054510856126146,-5.5709956266650612E-07,1362.84,GOOD,GOOD,
2,0,0,-0.11604648010365667,-5.6937721480086863E-07,1388.88,GOOD,GOOD,
2,0,0,-0.12181654174667039,-5.8062042611067224E-07,1414.12,GOOD,GOOD,
2,0,0,-0.12787135883521067,-5.9054662931837433E-07,1440.6,GOOD,GOOD,
2,0,0,-0.13421659563426,-5.9883839656827211E-07,1466.86,GOOD,GOOD,
2,0,0,-0.14087356209256219,-6.0673669560611387E-07,1493.27,GOOD,GOOD,
2,0,0,-0.14785953836348961,-6.1349589421284198E-07,1519.85,GOOD,GOOD,
2,0,0,-0.15518445943604112,-6.1975429698276076E-07,1546.3,GOOD,GOOD,
2,0,0,-0.16286804069486507,-6.2522785791121677E-07,1573.24,GOOD,GOOD,
2,0,0,-0.17092693945745741,-6.304073393591645E-07,1600.1,GOOD,GOOD,
2,0,0,-0.17938037843898072,-6.3471512036365299E-07,1626.77,GOOD,GOOD,
2,0,0,-0.18824486753913161,-6.3884844005322955E-07,1653.97,GOOD,GOOD,
2,0,0,-0.19754350947250374,-6.4308588634297007E-07,1681.57,GOOD,GOOD,
2,0,0,-0.20729713478724424,-6.462703206587466E-07,1710.48,GOOD,GOOD,
2,0,0,-0.21752780138430503,-6.4940781878856635E-07,1738.28,GOOD,GOOD,
2,0,0,-0.22825730503624264,-6.5276756289559661E-07,1766.27,GOOD,GOOD,
2,0,0,-0.23950534469364598,-6.5570930456995556E-07,1796.93,GOOD,GOOD,
2,0,0,-0.25131322499025449,-6.5823294595470193E-07,1826.62,GOOD,GOOD,
2,0,0,-0.26369453552935435,-6.6089780685052884E-07,1857.22,GOOD,GOOD,
2,0,0,-0.27667970322308433,-6.6329352241353977E-07,1887.02,GOOD,GOOD,
2,0,0,-0.29029910700612993,-6.6537012633826829E-07,1918.13,GOOD,GOOD,
2,0,0,-0.30458710789458121,-6.6744966765578002E-07,1947.05,GOOD,GOOD,
2,0,0,-0.31956674136855706,-6.6941339490057029E-07,1977.44,GOOD,GOOD,
2,0,0,-0.33528311438867059,-6.712047470669266E-07,2006.6,GOOD,GOOD,
2,0,0,-0.35176940836381687,-6.7287064081536001E-07,2035.66,GOOD,GOOD,
2,0,0,-0.36905672843363152,-6.7477961855640509E-07,2067.66,GOOD,GOOD,
2,0,0,-0.3871920628091251,-6.7612426710958564E-07,2100.52,GOOD,GOOD,
2,0,0,-0.40620996080786576,-6.7715418461572316E-07,2132.33,GOOD,GOOD,
2,0,0,-0.42616326582799513,-6.7892491729853299E-07,2165.01,GOOD,GOOD,
2,0,0,-0.44708831670965693,-6.8024525322576743E-07,2198.21,GOOD,GOOD,
2,0,0,-0.46903371234416019,-6.8124533156246476E-07,2230.72,GOOD,GOOD,
2,0,0,-0.49205235435217221,-6.8210490096117528E-07,2264.19,GOOD,GOOD,
2,0,0,-0.51619601352595978,-6.8309509268400002E-07,2297.31,GOOD,GOOD,
2,0,0,-0.54152044433613156,-6.8417569518515736E-07,2333.15,GOOD,GOOD,
2,0,0,-0.56808288203231039,-6.849119639191544E-07,2370.13,GOOD,GOOD,
2,0,0,-0.59594513776467783,-6.8547763982680117E-07,2405.23,GOOD,GOOD,
2,0,0,-0.62516631269923806,-6.8619094097008592E-07,2438.37,GOOD,GOOD,
2,0,0,-0.65581753443865487,-6.8680361133374592E-07,2474.21,GOOD,GOOD,
2,0,0,-0.68796217589889064,-6.8731757850043902E-07,2510.27,GOOD,GOOD,
2,0,0,-0.72167866745393372,-6.8810639350216785E-07,2545.08,GOOD,GOOD,
2,0,0,-0.75704460174631694,-6.8869676442822088E-07,2580.42,GOOD,GOOD,
2,0,0,-0.7941375831873968,-6.8910738026981216E-07,2616.04,GOOD,GOOD,
2,0,0,-0.83304504624904052,-6.8958673563549789E-07,2651.99,GOOD,GOOD,
2,0,0,-0.87385221025227688,-6.8985149823310408E-07,2690.56,GOOD,GOOD,
2,0,0,-0.9166565268310729,-6.9046718179422008E-07,2731.05,GOOD,GOOD,
2,0,0,-0.96154765376710927,-6.9060584339530363E-07,2768.79,GOOD,GOOD,
2,0,0,-1.0086358832360955,-6.910732444406696E-07,2808.31,GOOD,GOOD,
2,0,0,-1.0580237067072966,-6.9157996054584922E-07,2847.34,GOOD,GOOD,
2,0,0,-1.1098228846277018,-6.9149312269442461E-07,2889.15,GOOD,GOOD,
2,0,0,-1.1641557683968935,-6.9198941971533314E-07,2931.13,GOOD,GOOD,
2,0,0,-1.2211444414509327,-6.9226136767707014E-07,2975.1,GOOD,GOOD,
2,0,0,-1.2809173033225463,-6.9211699331333668E-07,3019.46,GOOD,GOOD,
2,0,0,-1.34361217019243,-6.9271912927773849E-07,3064.96,GOOD,GOOD,
2,0,0,-1.4093681109324927,-6.928117318065282E-07,3111.87,GOOD,GOOD,
2,0,0,-1.4783386719471505,-6.931128562976671E-07,3159.21,GOOD,GOOD,
2,0,0,-1.5506791472276524,-6.931868341543585E-07,3207,GOOD,GOOD,
2,0,0,-1.6265567544054402,-6.9354795903938123E-07,3255.38,GOOD,GOOD,
2,0,0,-1.7061374544096004,-6.9380190239592898E-07,3305.32,GOOD,GOOD,
2,0,0,-1.7896098140887919,-6.9415442077063311E-07,3355.71,GOOD,GOOD,
2,0,0,-1.8771657772753858,-6.9380064618233215E-07,3406.62,GOOD,GOOD,
2,0,0,-1.9689955227390292,-6.9409001620183392E-07,3458.92,GOOD,GOOD,
2,0,0,-2.0653115873118475,-6.9408368949790531E-07,3511.12,GOOD,GOOD,
2,0,0,-2.1663371280419379,-6.9416563986219784E-07,3562.29,GOOD,GOOD,
2,0,0,-2.2722954403716105,-6.9447205934801233E-07,3610.8,GOOD,GOOD,
2,0,0,-2.3834347905547801,-6.9467048765019062E-07,3660.2,GOOD,GOOD,
2,0,0,-2.4999994288731977,-6.9475788569048984E-07,3712.31,GOOD,GOOD,
