row_id,record_id,event_id,stage,role,time,coordinate,value,writer_field_T,source_time_s,protocol_segment
U1537A-25H-4W-80cm:hys:negative-history,U1537A-25H-4W-80cm,hys:negative-history,POST_WRITE,RECORD_READOUT,1,0.0,-3.2252054544842546e-07,-1.5001953165787028,271.85593121732376,HYSTERESIS_ZERO_FIELD_INTERPOLANT
U1537A-25H-4W-80cm:dcd:000,U1537A-25H-4W-80cm,dcd:000,POST_WRITE,RECORD_READOUT,2,0.0,3.1883158578826817e-07,9.378050791447445e-08,0.0,DCD_WRITER_OFF_READOUT
U1537A-25H-4W-80cm:dcd:001,U1537A-25H-4W-80cm,dcd:001,POST_WRITE,RECORD_READOUT,3,0.0,3.181854207088236e-07,-0.0001006130282569452,7.26,DCD_WRITER_OFF_READOUT
U1537A-25H-4W-80cm:dcd:002,U1537A-25H-4W-80cm,dcd:002,POST_WRITE,RECORD_READOUT,4,0.0,3.177811097486035e-07,-0.00020671911110091643,14.5,DCD_WRITER_OFF_READOUT
U1537A-25H-4W-80cm:dcd:003,U1537A-25H-4W-80cm,dcd:003,POST_WRITE,RECORD_READOUT,5,0.0,3.170200287286686e-07,-0.00031769358473380746,22.37,DCD_WRITER_OFF_READOUT
U1537A-25H-4W-80cm:dcd:004,U1537A-25H-4W-80cm,dcd:004,POST_WRITE,RECORD_READOUT,6,0.0,3.1577657956672885e-07,-0.00042917341673439095,31.0,DCD_WRITER_OFF_READOUT
U1537A-25H-4W-80cm:dcd:005,U1537A-25H-4W-80cm,dcd:005,POST_WRITE,RECORD_READOUT,7,0.0,3.1489865751218276e-07,-0.0005512639802843652,41.78,DCD_WRITER_OFF_READOUT
U1537A-25H-4W-80cm:dcd:006,U1537A-25H-4W-80cm,dcd:006,POST_WRITE,RECORD_READOUT,8,0.0,3.140815146105347e-07,-0.0006794057540398953,51.39,DCD_WRITER_OFF_READOUT
U1537A-25H-4W-80cm:dcd:007,U1537A-25H-4W-80cm,dcd:007,POST_WRITE,RECORD_READOUT,9,0.0,3.134125204561888e-07,-0.0008113553916322975,61.82,DCD_WRITER_OFF_READOUT
U1537A-25H-4W-80cm:dcd:008,U1537A-25H-4W-80cm,dcd:008,POST_WRITE,RECORD_READOUT,10,0.0,3.1213420891668467e-07,-0.0009530663224139278,73.19,DCD_WRITER_OFF_READOUT
U1537A-25H-4W-80cm:dcd:009,U1537A-25H-4W-80cm,dcd:009,POST_WRITE,RECORD_READOUT,11,0.0,3.1121094605826134e-07,-0.0010962404891147984,84.44,DCD_WRITER_OFF_READOUT
U1537A-25H-4W-80cm:dcd:010,U1537A-25H-4W-80cm,dcd:010,POST_WRITE,RECORD_READOUT,12,0.0,3.102720141442728e-07,-0.0012538444580579586,94.83,DCD_WRITER_OFF_READOUT
U1537A-25H-4W-80cm:dcd:011,U1537A-25H-4W-80cm,dcd:011,POST_WRITE,RECORD_READOUT,13,0.0,3.0893691387875664e-07,-0.0014157074253834689,105.97,DCD_WRITER_OFF_READOUT
U1537A-25H-4W-80cm:dcd:012,U1537A-25H-4W-80cm,dcd:012,POST_WRITE,RECORD_READOUT,14,0.0,3.078137793665579e-07,-0.0015839454273090447,117.5,DCD_WRITER_OFF_READOUT
U1537A-25H-4W-80cm:dcd:013,U1537A-25H-4W-80cm,dcd:013,POST_WRITE,RECORD_READOUT,15,0.0,3.06276869412752e-07,-0.0017597328550681527,128.72,DCD_WRITER_OFF_READOUT
U1537A-25H-4W-80cm:dcd:014,U1537A-25H-4W-80cm,dcd:014,POST_WRITE,RECORD_READOUT,16,0.0,3.0500129537906326e-07,-0.0019466130782771018,139.52,DCD_WRITER_OFF_READOUT
U1537A-25H-4W-80cm:dcd:015,U1537A-25H-4W-80cm,dcd:015,POST_WRITE,RECORD_READOUT,17,0.0,3.0417292469511285e-07,-0.0021414977143155785,151.4,DCD_WRITER_OFF_READOUT
U1537A-25H-4W-80cm:dcd:016,U1537A-25H-4W-80cm,dcd:016,POST_WRITE,RECORD_READOUT,18,0.0,3.0257519198157945e-07,-0.002345976262951928,163.65,DCD_WRITER_OFF_READOUT
U1537A-25H-4W-80cm:dcd:017,U1537A-25H-4W-80cm,dcd:017,POST_WRITE,RECORD_READOUT,19,0.0,3.0103542235392246e-07,-0.002560044318693033,175.67,DCD_WRITER_OFF_READOUT
U1537A-25H-4W-80cm:dcd:018,U1537A-25H-4W-80cm,dcd:018,POST_WRITE,RECORD_READOUT,20,0.0,2.994872813635732e-07,-0.002784870937661596,187.91,DCD_WRITER_OFF_READOUT
U1537A-25H-4W-80cm:dcd:019,U1537A-25H-4W-80cm,dcd:019,POST_WRITE,RECORD_READOUT,21,0.0,2.9785971518509265e-07,-0.0030216856181224903,201.25,DCD_WRITER_OFF_READOUT
U1537A-25H-4W-80cm:dcd:020,U1537A-25H-4W-80cm,dcd:020,POST_WRITE,RECORD_READOUT,22,0.0,2.9562396486302607e-07,-0.00326743629750584,214.58,DCD_WRITER_OFF_READOUT
U1537A-25H-4W-80cm:dcd:021,U1537A-25H-4W-80cm,dcd:021,POST_WRITE,RECORD_READOUT,23,0.0,2.939255619744092e-07,-0.003529225946422541,226.91,DCD_WRITER_OFF_READOUT
U1537A-25H-4W-80cm:dcd:022,U1537A-25H-4W-80cm,dcd:022,POST_WRITE,RECORD_READOUT,24,0.0,2.9197116303059147e-07,-0.003801689785167389,239.37,DCD_WRITER_OFF_READOUT
U1537A-25H-4W-80cm:dcd:023,U1537A-25H-4W-80cm,dcd:023,POST_WRITE,RECORD_READOUT,25,0.0,2.8943486865912504e-07,-0.004085753542698914,253.6,DCD_WRITER_OFF_READOUT
U1537A-25H-4W-80cm:dcd:024,U1537A-25H-4W-80cm,dcd:024,POST_WRITE,RECORD_READOUT,26,0.0,2.872033248072618e-07,-0.004388217727975973,267.32,DCD_WRITER_OFF_READOUT
U1537A-25H-4W-80cm:dcd:025,U1537A-25H-4W-80cm,dcd:025,POST_WRITE,RECORD_READOUT,27,0.0,2.851621002249946e-07,-0.004701607615643147,279.91,DCD_WRITER_OFF_READOUT
U1537A-25H-4W-80cm:dcd:026,U1537A-25H-4W-80cm,dcd:026,POST_WRITE,RECORD_READOUT,28,0.0,2.8224688027022886e-07,-0.00503138048033992,295.49,DCD_WRITER_OFF_READOUT
U1537A-25H-4W-80cm:dcd:027,U1537A-25H-4W-80cm,dcd:027,POST_WRITE,RECORD_READOUT,29,0.0,2.7985793804615276e-07,-0.005377171473278414,310.83,DCD_WRITER_OFF_READOUT
U1537A-25H-4W-80cm:dcd:028,U1537A-25H-4W-80cm,dcd:028,POST_WRITE,RECORD_READOUT,30,0.0,2.7660695101794947e-07,-0.0057404353430413994,326.51,DCD_WRITER_OFF_READOUT
U1537A-25H-4W-80cm:dcd:029,U1537A-25H-4W-80cm,dcd:029,POST_WRITE,RECORD_READOUT,31,0.0,2.738488211630609e-07,-0.006120264104550544,342.09,DCD_WRITER_OFF_READOUT
U1537A-25H-4W-80cm:dcd:030,U1537A-25H-4W-80cm,dcd:030,POST_WRITE,RECORD_READOUT,32,0.0,2.7064096006402413e-07,-0.006518507899854596,357.65,DCD_WRITER_OFF_READOUT
U1537A-25H-4W-80cm:dcd:031,U1537A-25H-4W-80cm,dcd:031,POST_WRITE,RECORD_READOUT,33,0.0,2.6766567918649194e-07,-0.006937081668646879,372.36,DCD_WRITER_OFF_READOUT
U1537A-25H-4W-80cm:dcd:032,U1537A-25H-4W-80cm,dcd:032,POST_WRITE,RECORD_READOUT,34,0.0,2.6406906102095426e-07,-0.007375267311705074,387.74,DCD_WRITER_OFF_READOUT
U1537A-25H-4W-80cm:dcd:033,U1537A-25H-4W-80cm,dcd:033,POST_WRITE,RECORD_READOUT,35,0.0,2.60434880453236e-07,-0.007835057532987343,403.36,DCD_WRITER_OFF_READOUT
U1537A-25H-4W-80cm:dcd:034,U1537A-25H-4W-80cm,dcd:034,POST_WRITE,RECORD_READOUT,36,0.0,2.5657510609830576e-07,-0.008317248598454001,419.77,DCD_WRITER_OFF_READOUT
U1537A-25H-4W-80cm:dcd:035,U1537A-25H-4W-80cm,dcd:035,POST_WRITE,RECORD_READOUT,37,0.0,2.52508738933377e-07,-0.00882700855048812,435.95,DCD_WRITER_OFF_READOUT
U1537A-25H-4W-80cm:dcd:036,U1537A-25H-4W-80cm,dcd:036,POST_WRITE,RECORD_READOUT,38,0.0,2.4866532326510796e-07,-0.009359744843984726,451.12,DCD_WRITER_OFF_READOUT
U1537A-25H-4W-80cm:dcd:037,U1537A-25H-4W-80cm,dcd:037,POST_WRITE,RECORD_READOUT,39,0.0,2.439151186252083e-07,-0.009913984222759136,467.22,DCD_WRITER_OFF_READOUT
U1537A-25H-4W-80cm:dcd:038,U1537A-25H-4W-80cm,dcd:038,POST_WRITE,RECORD_READOUT,40,0.0,2.39637613011595e-07,-0.010499973153115254,480.44,DCD_WRITER_OFF_READOUT
U1537A-25H-4W-80cm:dcd:039,U1537A-25H-4W-80cm,dcd:039,POST_WRITE,RECORD_READOUT,41,0.0,2.3440721387125345e-07,-0.011113779939625815,495.3,DCD_WRITER_OFF_READOUT
U1537A-25H-4W-80cm:dcd:040,U1537A-25H-4W-80cm,dcd:040,POST_WRITE,RECORD_READOUT,42,0.0,2.2917715194685002e-07,-0.011753889057162441,510.12,DCD_WRITER_OFF_READOUT
U1537A-25H-4W-80cm:dcd:041,U1537A-25H-4W-80cm,dcd:041,POST_WRITE,RECORD_READOUT,43,0.0,2.237692357210112e-07,-0.012430836512861613,524.68,DCD_WRITER_OFF_READOUT
U1537A-25H-4W-80cm:dcd:042,U1537A-25H-4W-80cm,dcd:042,POST_WRITE,RECORD_READOUT,44,0.0,2.1790677744912453e-07,-0.013137125128097586,539.93,DCD_WRITER_OFF_READOUT
U1537A-25H-4W-80cm:dcd:043,U1537A-25H-4W-80cm,dcd:043,POST_WRITE,RECORD_READOUT,45,0.0,2.118253617062719e-07,-0.013878178644401115,555.13,DCD_WRITER_OFF_READOUT
U1537A-25H-4W-80cm:dcd:044,U1537A-25H-4W-80cm,dcd:044,POST_WRITE,RECORD_READOUT,46,0.0,2.0540423275905846e-07,-0.014657612994700255,570.21,DCD_WRITER_OFF_READOUT
U1537A-25H-4W-80cm:dcd:045,U1537A-25H-4W-80cm,dcd:045,POST_WRITE,RECORD_READOUT,47,0.0,1.9902864262671587e-07,-0.015473999811135763,585.19,DCD_WRITER_OFF_READOUT
U1537A-25H-4W-80cm:dcd:046,U1537A-25H-4W-80cm,dcd:046,POST_WRITE,RECORD_READOUT,48,0.0,1.917729276249509e-07,-0.016327193871056373,601.0,DCD_WRITER_OFF_READOUT
U1537A-25H-4W-80cm:dcd:047,U1537A-25H-4W-80cm,dcd:047,POST_WRITE,RECORD_READOUT,49,0.0,1.8459178455114348e-07,-0.017226405202151726,616.87,DCD_WRITER_OFF_READOUT
U1537A-25H-4W-80cm:dcd:048,U1537A-25H-4W-80cm,dcd:048,POST_WRITE,RECORD_READOUT,50,0.0,1.771252803381812e-07,-0.01817127607267829,631.96,DCD_WRITER_OFF_READOUT
U1537A-25H-4W-80cm:dcd:049,U1537A-25H-4W-80cm,dcd:049,POST_WRITE,RECORD_READOUT,51,0.0,1.692974253958707e-07,-0.01915521866374226,647.7,DCD_WRITER_OFF_READOUT
U1537A-25H-4W-80cm:dcd:050,U1537A-25H-4W-80cm,dcd:050,POST_WRITE,RECORD_READOUT,52,0.0,1.6112464374454684e-07,-0.020190847765063993,665.56,DCD_WRITER_OFF_READOUT
U1537A-25H-4W-80cm:dcd:051,U1537A-25H-4W-80cm,dcd:051,POST_WRITE,RECORD_READOUT,53,0.0,1.5278709776564614e-07,-0.0212803655011599,683.12,DCD_WRITER_OFF_READOUT
U1537A-25H-4W-80cm:dcd:052,U1537A-25H-4W-80cm,dcd:052,POST_WRITE,RECORD_READOUT,54,0.0,1.438559654600148e-07,-0.022417719362285284,700.76,DCD_WRITER_OFF_READOUT
U1537A-25H-4W-80cm:dcd:053,U1537A-25H-4W-80cm,dcd:053,POST_WRITE,RECORD_READOUT,55,0.0,1.3456086308645336e-07,-0.02361212767563781,718.75,DCD_WRITER_OFF_READOUT
U1537A-25H-4W-80cm:dcd:054,U1537A-25H-4W-80cm,dcd:054,POST_WRITE,RECORD_READOUT,56,0.0,1.2522613820387425e-07,-0.02486574402108097,736.79,DCD_WRITER_OFF_READOUT
U1537A-25H-4W-80cm:dcd:055,U1537A-25H-4W-80cm,dcd:055,POST_WRITE,RECORD_READOUT,57,0.0,1.1540348232229513e-07,-0.026182020035393917,755.21,DCD_WRITER_OFF_READOUT
U1537A-25H-4W-80cm:dcd:056,U1537A-25H-4W-80cm,dcd:056,POST_WRITE,RECORD_READOUT,58,0.0,1.0558661139008827e-07,-0.02755919221416043,774.01,DCD_WRITER_OFF_READOUT
U1537A-25H-4W-80cm:dcd:057,U1537A-25H-4W-80cm,dcd:057,POST_WRITE,RECORD_READOUT,59,0.0,9.542027396781589e-08,-0.029005535365480773,792.82,DCD_WRITER_OFF_READOUT
U1537A-25H-4W-80cm:dcd:058,U1537A-25H-4W-80cm,dcd:058,POST_WRITE,RECORD_READOUT,60,0.0,8.531861536071753e-08,-0.030528223803173448,810.5,DCD_WRITER_OFF_READOUT
U1537A-25H-4W-80cm:dcd:059,U1537A-25H-4W-80cm,dcd:059,POST_WRITE,RECORD_READOUT,61,0.0,7.450034805720853e-08,-0.03211847925099326,829.35,DCD_WRITER_OFF_READOUT
U1537A-25H-4W-80cm:dcd:060,U1537A-25H-4W-80cm,dcd:060,POST_WRITE,RECORD_READOUT,62,0.0,6.357678728799684e-08,-0.033784644987842234,848.51,DCD_WRITER_OFF_READOUT
U1537A-25H-4W-80cm:dcd:061,U1537A-25H-4W-80cm,dcd:061,POST_WRITE,RECORD_READOUT,63,0.0,5.2567081227273365e-08,-0.035534938793723124,867.98,DCD_WRITER_OFF_READOUT
U1537A-25H-4W-80cm:dcd:062,U1537A-25H-4W-80cm,dcd:062,POST_WRITE,RECORD_READOUT,64,0.0,4.1602596664209054e-08,-0.037373823581390055,887.39,DCD_WRITER_OFF_READOUT
U1537A-25H-4W-80cm:dcd:063,U1537A-25H-4W-80cm,dcd:063,POST_WRITE,RECORD_READOUT,65,0.0,3.031382669345022e-08,-0.03929678304091654,907.92,DCD_WRITER_OFF_READOUT
U1537A-25H-4W-80cm:dcd:064,U1537A-25H-4W-80cm,dcd:064,POST_WRITE,RECORD_READOUT,66,0.0,1.903073815848596e-08,-0.04131903637288763,927.68,DCD_WRITER_OFF_READOUT
U1537A-25H-4W-80cm:dcd:065,U1537A-25H-4W-80cm,dcd:065,POST_WRITE,RECORD_READOUT,67,0.0,7.792484778467023e-09,-0.04343593820258266,947.98,DCD_WRITER_OFF_READOUT
U1537A-25H-4W-80cm:dcd:066,U1537A-25H-4W-80cm,dcd:066,POST_WRITE,RECORD_READOUT,68,0.0,-3.4233671605934687e-09,-0.04565861571093827,967.66,DCD_WRITER_OFF_READOUT
U1537A-25H-4W-80cm:dcd:067,U1537A-25H-4W-80cm,dcd:067,POST_WRITE,RECORD_READOUT,69,0.0,-1.4571976289719295e-08,-0.04799264753393087,987.17,DCD_WRITER_OFF_READOUT
U1537A-25H-4W-80cm:dcd:068,U1537A-25H-4W-80cm,dcd:068,POST_WRITE,RECORD_READOUT,70,0.0,-2.5866992309479187e-08,-0.05043477518743102,1007.37,DCD_WRITER_OFF_READOUT
U1537A-25H-4W-80cm:dcd:069,U1537A-25H-4W-80cm,dcd:069,POST_WRITE,RECORD_READOUT,71,0.0,-3.7104973462966175e-08,-0.05299920926330374,1027.92,DCD_WRITER_OFF_READOUT
U1537A-25H-4W-80cm:dcd:070,U1537A-25H-4W-80cm,dcd:070,POST_WRITE,RECORD_READOUT,72,0.0,-4.7859863001638564e-08,-0.05569006253428604,1048.6,DCD_WRITER_OFF_READOUT
U1537A-25H-4W-80cm:dcd:071,U1537A-25H-4W-80cm,dcd:071,POST_WRITE,RECORD_READOUT,73,0.0,-5.8899646892093774e-08,-0.05851100063687479,1069.04,DCD_WRITER_OFF_READOUT
U1537A-25H-4W-80cm:dcd:072,U1537A-25H-4W-80cm,dcd:072,POST_WRITE,RECORD_READOUT,74,0.0,-7.004191287116559e-08,-0.06146640273745731,1090.76,DCD_WRITER_OFF_READOUT
U1537A-25H-4W-80cm:dcd:073,U1537A-25H-4W-80cm,dcd:073,POST_WRITE,RECORD_READOUT,75,0.0,-8.034306769791175e-08,-0.06456987140333195,1112.62,DCD_WRITER_OFF_READOUT
U1537A-25H-4W-80cm:dcd:074,U1537A-25H-4W-80cm,dcd:074,POST_WRITE,RECORD_READOUT,76,0.0,-9.034405142084819e-08,-0.06782611183953251,1134.0,DCD_WRITER_OFF_READOUT
U1537A-25H-4W-80cm:dcd:075,U1537A-25H-4W-80cm,dcd:075,POST_WRITE,RECORD_READOUT,77,0.0,-1.0061621810046127e-07,-0.07124236621393482,1156.01,DCD_WRITER_OFF_READOUT
U1537A-25H-4W-80cm:dcd:076,U1537A-25H-4W-80cm,dcd:076,POST_WRITE,RECORD_READOUT,78,0.0,-1.1000998197841939e-07,-0.07482053425594527,1177.83,DCD_WRITER_OFF_READOUT
U1537A-25H-4W-80cm:dcd:077,U1537A-25H-4W-80cm,dcd:077,POST_WRITE,RECORD_READOUT,79,0.0,-1.1961080141944644e-07,-0.0785779993936806,1199.67,DCD_WRITER_OFF_READOUT
U1537A-25H-4W-80cm:dcd:078,U1537A-25H-4W-80cm,dcd:078,POST_WRITE,RECORD_READOUT,80,0.0,-1.2859137376234595e-07,-0.08251889320170941,1221.65,DCD_WRITER_OFF_READOUT
U1537A-25H-4W-80cm:dcd:079,U1537A-25H-4W-80cm,dcd:079,POST_WRITE,RECORD_READOUT,81,0.0,-1.3711862794095288e-07,-0.08665068786333613,1243.32,DCD_WRITER_OFF_READOUT
U1537A-25H-4W-80cm:dcd:080,U1537A-25H-4W-80cm,dcd:080,POST_WRITE,RECORD_READOUT,82,0.0,-1.4530497824584447e-07,-0.09098580697831721,1264.65,DCD_WRITER_OFF_READOUT
U1537A-25H-4W-80cm:dcd:081,U1537A-25H-4W-80cm,dcd:081,POST_WRITE,RECORD_READOUT,83,0.0,-1.5381022588767708e-07,-0.09553053146941198,1287.91,DCD_WRITER_OFF_READOUT
U1537A-25H-4W-80cm:dcd:082,U1537A-25H-4W-80cm,dcd:082,POST_WRITE,RECORD_READOUT,84,0.0,-1.6166067293871654e-07,-0.10029902899787613,1312.61,DCD_WRITER_OFF_READOUT
U1537A-25H-4W-80cm:dcd:083,U1537A-25H-4W-80cm,dcd:083,POST_WRITE,RECORD_READOUT,85,0.0,-1.6914633255219958e-07,-0.1052994393741134,1337.36,DCD_WRITER_OFF_READOUT
U1537A-25H-4W-80cm:dcd:084,U1537A-25H-4W-80cm,dcd:084,POST_WRITE,RECORD_READOUT,86,0.0,-1.7642143425445023e-07,-0.11054217522705764,1363.57,DCD_WRITER_OFF_READOUT
U1537A-25H-4W-80cm:dcd:085,U1537A-25H-4W-80cm,dcd:085,POST_WRITE,RECORD_READOUT,87,0.0,-1.8348555811438096e-07,-0.1160461827666969,1389.67,DCD_WRITER_OFF_READOUT
U1537A-25H-4W-80cm:dcd:086,U1537A-25H-4W-80cm,dcd:086,POST_WRITE,RECORD_READOUT,88,0.0,-1.9007243880246153e-07,-0.12181865266865245,1414.39,DCD_WRITER_OFF_READOUT
U1537A-25H-4W-80cm:dcd:087,U1537A-25H-4W-80cm,dcd:087,POST_WRITE,RECORD_READOUT,89,0.0,-1.9661923528129676e-07,-0.12787090511832888,1440.52,DCD_WRITER_OFF_READOUT
U1537A-25H-4W-80cm:dcd:088,U1537A-25H-4W-80cm,dcd:088,POST_WRITE,RECORD_READOUT,90,0.0,-2.0256114217185025e-07,-0.13421949429631166,1466.58,DCD_WRITER_OFF_READOUT
U1537A-25H-4W-80cm:dcd:089,U1537A-25H-4W-80cm,dcd:089,POST_WRITE,RECORD_READOUT,91,0.0,-2.088792168870231e-07,-0.14087639836240978,1492.83,DCD_WRITER_OFF_READOUT
U1537A-25H-4W-80cm:dcd:090,U1537A-25H-4W-80cm,dcd:090,POST_WRITE,RECORD_READOUT,92,0.0,-2.1476175045679105e-07,-0.14785687108908516,1519.97,DCD_WRITER_OFF_READOUT
U1537A-25H-4W-80cm:dcd:091,U1537A-25H-4W-80cm,dcd:091,POST_WRITE,RECORD_READOUT,93,0.0,-2.2027854045471099e-07,-0.15518362689893314,1546.9,DCD_WRITER_OFF_READOUT
U1537A-25H-4W-80cm:dcd:092,U1537A-25H-4W-80cm,dcd:092,POST_WRITE,RECORD_READOUT,94,0.0,-2.255706756096608e-07,-0.16286575428801064,1574.32,DCD_WRITER_OFF_READOUT
U1537A-25H-4W-80cm:dcd:093,U1537A-25H-4W-80cm,dcd:093,POST_WRITE,RECORD_READOUT,95,0.0,-2.3078474711262912e-07,-0.1709248927366049,1601.22,DCD_WRITER_OFF_READOUT
U1537A-25H-4W-80cm:dcd:094,U1537A-25H-4W-80cm,dcd:094,POST_WRITE,RECORD_READOUT,96,0.0,-2.3598470405353067e-07,-0.17938032398057427,1628.08,DCD_WRITER_OFF_READOUT
U1537A-25H-4W-80cm:dcd:095,U1537A-25H-4W-80cm,dcd:095,POST_WRITE,RECORD_READOUT,97,0.0,-2.4066087409809005e-07,-0.18824355708076956,1655.73,DCD_WRITER_OFF_READOUT
U1537A-25H-4W-80cm:dcd:096,U1537A-25H-4W-80cm,dcd:096,POST_WRITE,RECORD_READOUT,98,0.0,-2.451122062964795e-07,-0.1975411088106867,1683.31,DCD_WRITER_OFF_READOUT
U1537A-25H-4W-80cm:dcd:097,U1537A-25H-4W-80cm,dcd:097,POST_WRITE,RECORD_READOUT,99,0.0,-2.492307435771656e-07,-0.20729952042023753,1710.36,DCD_WRITER_OFF_READOUT
U1537A-25H-4W-80cm:dcd:098,U1537A-25H-4W-80cm,dcd:098,POST_WRITE,RECORD_READOUT,100,0.0,-2.537022435321655e-07,-0.21752829571187549,1738.93,DCD_WRITER_OFF_READOUT
U1537A-25H-4W-80cm:dcd:099,U1537A-25H-4W-80cm,dcd:099,POST_WRITE,RECORD_READOUT,101,0.0,-2.5784858772792906e-07,-0.22825806295361234,1766.44,DCD_WRITER_OFF_READOUT
U1537A-25H-4W-80cm:dcd:100,U1537A-25H-4W-80cm,dcd:100,POST_WRITE,RECORD_READOUT,102,0.0,-2.6160571260182864e-07,-0.23950840771537096,1794.3,DCD_WRITER_OFF_READOUT
U1537A-25H-4W-80cm:dcd:101,U1537A-25H-4W-80cm,dcd:101,POST_WRITE,RECORD_READOUT,103,0.0,-2.654228907031718e-07,-0.25131444108821477,1821.54,DCD_WRITER_OFF_READOUT
U1537A-25H-4W-80cm:dcd:102,U1537A-25H-4W-80cm,dcd:102,POST_WRITE,RECORD_READOUT,104,0.0,-2.6914972487212106e-07,-0.26369517446039037,1852.32,DCD_WRITER_OFF_READOUT
U1537A-25H-4W-80cm:dcd:103,U1537A-25H-4W-80cm,dcd:103,POST_WRITE,RECORD_READOUT,105,0.0,-2.722216115691523e-07,-0.2766802636048429,1882.02,DCD_WRITER_OFF_READOUT
U1537A-25H-4W-80cm:dcd:104,U1537A-25H-4W-80cm,dcd:104,POST_WRITE,RECORD_READOUT,106,0.0,-2.7565451966634244e-07,-0.29029712105067784,1913.07,DCD_WRITER_OFF_READOUT
U1537A-25H-4W-80cm:dcd:105,U1537A-25H-4W-80cm,dcd:105,POST_WRITE,RECORD_READOUT,107,0.0,-2.7872805354531297e-07,-0.304583764908147,1943.12,DCD_WRITER_OFF_READOUT
U1537A-25H-4W-80cm:dcd:106,U1537A-25H-4W-80cm,dcd:106,POST_WRITE,RECORD_READOUT,108,0.0,-2.813930152843261e-07,-0.31956779263427,1972.31,DCD_WRITER_OFF_READOUT
U1537A-25H-4W-80cm:dcd:107,U1537A-25H-4W-80cm,dcd:107,POST_WRITE,RECORD_READOUT,109,0.0,-2.8408503890865327e-07,-0.3352850398793409,2001.3,DCD_WRITER_OFF_READOUT
U1537A-25H-4W-80cm:dcd:108,U1537A-25H-4W-80cm,dcd:108,POST_WRITE,RECORD_READOUT,110,0.0,-2.8652753012782664e-07,-0.35176736153927773,2033.44,DCD_WRITER_OFF_READOUT
U1537A-25H-4W-80cm:dcd:109,U1537A-25H-4W-80cm,dcd:109,POST_WRITE,RECORD_READOUT,111,0.0,-2.8901329272159673e-07,-0.36905911879082404,2062.71,DCD_WRITER_OFF_READOUT
U1537A-25H-4W-80cm:dcd:110,U1537A-25H-4W-80cm,dcd:110,POST_WRITE,RECORD_READOUT,112,0.0,-2.9134136655000104e-07,-0.3871922217859847,2092.03,DCD_WRITER_OFF_READOUT
U1537A-25H-4W-80cm:dcd:111,U1537A-25H-4W-80cm,dcd:111,POST_WRITE,RECORD_READOUT,113,0.0,-2.932222869142673e-07,-0.4062105557918297,2126.12,DCD_WRITER_OFF_READOUT
U1537A-25H-4W-80cm:dcd:112,U1537A-25H-4W-80cm,dcd:112,POST_WRITE,RECORD_READOUT,114,0.0,-2.95210743366137e-07,-0.4261629777795204,2158.52,DCD_WRITER_OFF_READOUT
U1537A-25H-4W-80cm:dcd:113,U1537A-25H-4W-80cm,dcd:113,POST_WRITE,RECORD_READOUT,115,0.0,-2.968013638402493e-07,-0.44708961681909876,2188.27,DCD_WRITER_OFF_READOUT
U1537A-25H-4W-80cm:dcd:114,U1537A-25H-4W-80cm,dcd:114,POST_WRITE,RECORD_READOUT,116,0.0,-2.9861826520584713e-07,-0.46903383662809583,2223.07,DCD_WRITER_OFF_READOUT
U1537A-25H-4W-80cm:dcd:115,U1537A-25H-4W-80cm,dcd:115,POST_WRITE,RECORD_READOUT,117,0.0,-3.002999470384961e-07,-0.4920544545448678,2253.04,DCD_WRITER_OFF_READOUT
U1537A-25H-4W-80cm:dcd:116,U1537A-25H-4W-80cm,dcd:116,POST_WRITE,RECORD_READOUT,118,0.0,-3.016311641522237e-07,-0.5161981607610656,2289.17,DCD_WRITER_OFF_READOUT
U1537A-25H-4W-80cm:dcd:117,U1537A-25H-4W-80cm,dcd:117,POST_WRITE,RECORD_READOUT,119,0.0,-3.0262306729953356e-07,-0.5415217081629927,2322.06,DCD_WRITER_OFF_READOUT
U1537A-25H-4W-80cm:dcd:118,U1537A-25H-4W-80cm,dcd:118,POST_WRITE,RECORD_READOUT,120,0.0,-3.038307330954203e-07,-0.5680850029669142,2356.59,DCD_WRITER_OFF_READOUT
U1537A-25H-4W-80cm:dcd:119,U1537A-25H-4W-80cm,dcd:119,POST_WRITE,RECORD_READOUT,121,0.0,-3.051430602589805e-07,-0.5959448956748046,2389.4,DCD_WRITER_OFF_READOUT
U1537A-25H-4W-80cm:dcd:120,U1537A-25H-4W-80cm,dcd:120,POST_WRITE,RECORD_READOUT,122,0.0,-3.063098425657468e-07,-0.6251664113609738,2422.39,DCD_WRITER_OFF_READOUT
U1537A-25H-4W-80cm:dcd:121,U1537A-25H-4W-80cm,dcd:121,POST_WRITE,RECORD_READOUT,123,0.0,-3.0728290181997064e-07,-0.6558152576955436,2458.37,DCD_WRITER_OFF_READOUT
U1537A-25H-4W-80cm:dcd:122,U1537A-25H-4W-80cm,dcd:122,POST_WRITE,RECORD_READOUT,124,0.0,-3.080521443614811e-07,-0.6879617322581966,2494.76,DCD_WRITER_OFF_READOUT
U1537A-25H-4W-80cm:dcd:123,U1537A-25H-4W-80cm,dcd:123,POST_WRITE,RECORD_READOUT,125,0.0,-3.089485841958798e-07,-0.7216804978040101,2529.49,DCD_WRITER_OFF_READOUT
