======================================================================================================================
LANE_SCALE_B_METRIC  STEP 5 -- DRIVE-READ RELATION MATRIX  M_ij = <chi(R_j)>_t , drive R_i
======================================================================================================================

  n    2k    lam    | CODE diag min CODE diag max CODE max|off|  | FREE max|off|  RAND max|off| 
  ------------------------------------------------------------------------------------------------------------
  4    4     0.4    | 0.149516      0.196436      1.821e-15      | 4.241e-16      9.361e-01     
  4    4     0.8    | 0.407598      0.482725      3.313e-15      | 5.729e-16      6.169e-01     
  4    4     1.2    | 0.611616      0.671609      2.269e-15      | 8.438e-17      7.788e-01     
  6    8     0.4    | 0.121519      0.196436      1.723e-15      | 4.596e-16      9.765e-01     
  6    8     0.8    | 0.342900      0.482725      3.819e-15      | 6.017e-16      9.828e-01     
  6    8     1.2    | 0.548364      0.671609      2.212e-15      | 4.508e-16      9.526e-01     
  8    12    0.4    | 0.121519      0.196436      2.656e-15      | 4.952e-16      9.813e-01     
  8    12    0.8    | 0.342900      0.482725      3.153e-15      | 6.439e-16      9.875e-01     
  8    12    1.2    | 0.548364      0.671609      2.389e-15      | 3.997e-16      9.581e-01     
